订单编号,顾客ID,商品ID,购买时间,购买数量,商品价格
B589HM57PA,CUST72650,PROD96019,2024-03-20 06:14:07,9,765.83
S94R6A7CRX,CUST90548,PROD16745,2024-09-22 08:15:53,8,556.06
RIBQP0KJPB,CUST79977,PROD09006,2024-02-04 12:32:23,2,120.35
WQ8AE1YP98,CUST97932,PROD41732,2024-06-10 08:57:52,5,266.94
INS8KFUOBZ,CUST14788,PROD55692,2024-01-19 06:13:17,2,160.16
XDVJACBSJN,CUST77667,PROD19969,2024-10-07 13:40:24,4,53.29
4YGULWV8L6,CUST11106,PROD45861,2024-10-30 16:08:08,4,139.09
LX1VUEGFNI,CUST97761,PROD63151,2024-03-17 14:52:50,6,696.05
7NY1HL903C,CUST80093,PROD15890,2024-01-01 00:51:51,2,833.39
B1Z5TNEJPI,CUST40136,PROD91971,2024-01-01 18:56:39,2,732.29
QQOUD5O8NA,CUST52647,PROD74921,2024-05-24 15:43:41,2,130.75
HATT7XTQ0A,CUST94362,PROD31648,2024-04-26 00:29:57,4,507.33
QXRDTZA6CC,CUST24856,PROD86921,2024-09-16 22:26:42,5,10.59
G1WVZXOSM8,CUST86221,PROD64840,2023-11-18 13:26:44,2,715.64
E1PVND5GIN,CUST00776,PROD27617,2024-01-26 10:27:44,1,624.42
4EKQMDQJ0C,CUST13070,PROD79106,2024-08-13 12:07:26,5,678.7
ET73IPTU8Z,CUST83836,PROD87617,2024-05-10 11:31:18,7,127.51
7ROG25RBMW,CUST53235,PROD90288,2024-06-11 13:16:41,6,455.12
RQFTOLYXR4,CUST42018,PROD15260,2024-01-13 16:17:43,8,63.58
NFEG4GHQ7Z,CUST18745,PROD15309,2024-07-28 14:44:47,5,744.23
58NF55NON0,CUST16406,PROD82528,2024-04-09 04:31:53,3,486.76
391O0FN373,CUST68463,PROD87181,2024-04-05 13:46:40,5,604.73
7SL1QNRMWG,CUST29933,PROD35405,2024-04-07 21:13:46,9,892.63
X5IVGJ2FKV,CUST52846,PROD34157,2024-06-26 07:54:32,1,358.02
PBIVYLJ2M3,CUST34333,PROD09056,2024-02-09 07:15:20,7,263.35
CEQ1SSMLXW,CUST09982,PROD81433,2024-10-09 23:21:05,7,437.03
VSMYXN3L93,CUST11164,PROD84849,2023-12-26 07:15:48,10,244.87
0V1HYTVM0D,CUST23448,PROD09408,2024-03-30 11:37:58,9,914.11
A65I2K15TI,CUST90096,PROD13405,2024-06-22 19:16:51,4,582.84
FWM9BNMVX7,CUST43204,PROD63541,2024-09-05 19:50:26,9,636.25
VA4CM0YUNQ,CUST80407,PROD88549,2024-03-13 23:25:13,6,908.62
K4YELWGL6Y,CUST92806,PROD40070,2024-10-07 13:41:19,7,315.92
2UG57LLH4W,CUST05072,PROD04229,2024-08-25 10:21:47,9,635.34
HCI6ZE2TMN,CUST24854,PROD75471,2024-02-07 15:52:03,4,968.8
V7NODW1LQ3,CUST15988,PROD56328,2024-01-14 16:06:11,8,117.86
21DC1WD990,CUST62263,PROD40244,2024-02-07 04:16:34,7,955.31
VS2FUEDB1K,CUST10102,PROD24407,2024-01-10 04:36:04,8,649.21
K3GNOMIY1R,CUST56451,PROD51046,2024-08-13 01:31:36,7,807.89
Y96R6YIJ5A,CUST93522,PROD11556,2024-02-03 00:47:28,6,758.3
QUCJT3OYML,CUST93543,PROD10488,2024-05-02 02:28:37,7,391.56
8HR3OT10R9,CUST33209,PROD04086,2023-12-20 15:29:17,6,156.36
0TNH2FITH6,CUST56193,PROD68580,2024-06-23 03:33:52,3,659.25
NVTAL7TXKC,CUST38221,PROD51025,2024-02-09 17:06:12,6,527.59
BRZ1X2LXXS,CUST61799,PROD89140,2024-08-30 18:56:30,2,92.86
71TPR1X4P3,CUST54899,PROD20764,2024-03-27 02:06:38,1,233.72
M135FKMZRO,CUST66658,PROD92347,2023-12-01 16:16:31,8,767.14
MOWV3PU30A,CUST75046,PROD82636,2023-11-27 23:07:36,7,294.01
KV9DHZN16F,CUST68341,PROD27243,2024-09-21 16:58:49,2,414.49
C0N1HZ1LDI,CUST97530,PROD38335,2024-08-12 22:52:27,5,548.19
VS42I8J5GB,CUST44322,PROD26991,2024-06-04 03:32:59,9,847.6
J50HAX0IX3,CUST43121,PROD57348,2024-01-13 02:40:33,4,624.81
3JHKOHJ89X,CUST93191,PROD75477,2024-01-16 12:20:25,6,642.15
Q51NZ70GRU,CUST43619,PROD43041,2023-11-26 11:18:42,8,120.01
9V7ZUBTNXM,CUST66610,PROD54165,2024-05-08 18:19:12,1,245.7
400S4UYRAG,CUST30954,PROD40917,2024-09-03 04:57:04,3,914.19
3LSGF1G9RJ,CUST64952,PROD07966,2024-10-29 21:52:43,4,948.13
DRWWRNEV8K,CUST69361,PROD66123,2024-10-29 09:00:21,8,725.64
ZOYBIHMHTK,CUST52123,PROD64017,2024-07-25 00:04:30,6,653.36
YS8H49K9B2,CUST88755,PROD46173,2024-02-13 22:21:38,4,713.04
J1UB5BCY6N,CUST48341,PROD74405,2024-08-15 14:10:35,4,765.04
EXNLT1SHCB,CUST14669,PROD93857,2024-02-27 06:43:09,2,662.23
QK8QFKHJRZ,CUST33348,PROD39155,2024-07-16 15:01:00,1,267.62
Q9D79N3ISF,CUST90072,PROD14111,2024-09-09 01:09:14,1,872.27
HRD36ZSP0B,CUST05977,PROD76504,2024-05-27 19:51:14,4,946.97
XI5K0H2JCX,CUST39262,PROD93887,2023-11-26 16:30:49,4,154.56
KOCQIRJSDJ,CUST16147,PROD03879,2023-12-13 19:03:45,4,846.21
GKXY7A6PQ7,CUST86608,PROD69501,2024-10-08 17:03:04,6,420.75
YY74XC3S3U,CUST69838,PROD70500,2024-07-05 14:42:32,9,186.78
JEK38E47UR,CUST55738,PROD10270,2023-12-29 22:48:09,5,977.53
NY6MZLO276,CUST38557,PROD41116,2024-05-13 13:28:36,3,195.06
PACMXL3J4G,CUST78989,PROD80634,2024-07-15 01:19:53,8,212.62
4SURB1KZHL,CUST32911,PROD19534,2024-10-27 00:49:46,5,806.94
464DMBTS87,CUST54851,PROD67045,2024-04-29 22:29:58,4,479.27
XBLYPN2Q4B,CUST80472,PROD96598,2024-07-10 02:34:54,9,27.01
NWSGYGHQ3E,CUST67510,PROD05537,2023-11-19 20:20:57,5,49.27
4V3311U26S,CUST60454,PROD75145,2024-05-12 11:30:20,6,94.81
MOPQOTKA0Y,CUST05922,PROD75850,2024-10-03 06:33:17,1,167.33
2ES91KRTNH,CUST27211,PROD77708,2024-01-10 06:49:11,8,664.72
HTHENX5JIV,CUST85125,PROD44354,2024-10-11 14:22:34,1,760.75
WKZCJ365S8,CUST72678,PROD55148,2024-08-15 09:06:55,9,13.56
7JV0BRKKGR,CUST59495,PROD62988,2024-05-12 12:10:41,10,998.89
OMPF73B3PL,CUST42038,PROD49400,2024-05-20 08:31:09,9,400.88
UJZVM91SJ6,CUST48493,PROD00021,2024-02-24 07:36:00,5,993.83
Q8BW57UCWA,CUST95870,PROD85275,2024-05-22 21:26:11,9,136.9
VGRJMIVPN7,CUST13422,PROD20047,2024-06-26 06:19:31,1,696.35
I8LK15KK7B,CUST31868,PROD78806,2024-01-22 08:11:02,5,144.72
M27XFPZMCC,CUST03624,PROD10129,2024-03-27 09:57:01,9,995.09
FTJ3G2L2KG,CUST33915,PROD66072,2024-05-22 07:17:21,8,33.41
RH7F1QMZ3T,CUST75591,PROD42925,2024-01-16 11:32:52,10,670.99
LIXVMAFMRO,CUST19090,PROD36255,2024-07-14 22:54:17,5,91.55
Y2SMNGRTE6,CUST53564,PROD95957,2024-08-25 14:42:30,5,407.47
FAUCHZMBG2,CUST78477,PROD40187,2024-06-10 07:02:01,9,853.87
DZG637X35B,CUST33830,PROD93970,2024-07-11 18:43:54,8,45.04
A7222DTPPV,CUST81423,PROD47676,2024-02-02 12:54:56,10,297.58
8O98APZMK5,CUST27822,PROD76195,2024-01-16 09:04:15,7,469.88
7R9X62BATQ,CUST33646,PROD88862,2024-02-25 08:10:06,10,943.43
4OXSZN008T,CUST24392,PROD75752,2024-02-15 09:28:51,3,891.96
494GZPI65I,CUST03681,PROD16125,2023-12-30 11:55:52,10,701.05
JAJQTCMLAN,CUST70488,PROD97032,2024-07-29 02:36:44,5,789.04
Z9YU0MFY13,CUST78778,PROD13795,2024-03-24 17:29:54,1,480.85
HZCDBX3D1I,CUST32293,PROD64160,2023-12-13 04:31:14,9,651.92
HDXV7TLJOD,CUST49292,PROD05226,2024-08-17 08:37:48,9,532.98
U79MMTSLAM,CUST37507,PROD57183,2024-02-17 18:11:07,9,634.3
19YOQV8GQC,CUST42444,PROD78152,2024-09-25 15:18:39,8,551.75
JEJH29VPAS,CUST77937,PROD63555,2024-06-24 23:02:20,7,508.58
Q7NZWYVN10,CUST73767,PROD95243,2024-08-10 21:33:42,4,847.12
LZB2UHRV3H,CUST15156,PROD66600,2024-04-04 23:51:50,10,546.5
X2JRGUR0PL,CUST15937,PROD09265,2024-03-27 13:31:58,10,681.56
K00RON98IV,CUST71550,PROD05235,2024-07-31 07:44:03,2,107.36
6FN33FURVO,CUST14894,PROD43937,2024-10-26 08:35:06,1,637.24
812XM7LABJ,CUST58415,PROD04138,2024-06-10 23:08:50,10,55.44
IYLSAMK8HL,CUST58078,PROD00476,2024-02-20 20:51:02,5,769.81
QY1OPXQ7BO,CUST95949,PROD29742,2024-11-06 20:53:21,4,94.13
15BJKR5LQ5,CUST15102,PROD13917,2024-02-21 07:53:26,4,63.8
AFDWUA6TGO,CUST95210,PROD92975,2024-09-11 06:56:43,5,63.79
01D1USTJ10,CUST57558,PROD65590,2024-04-03 10:18:46,4,984.35
JU22EH66OS,CUST35297,PROD06269,2024-01-31 10:59:39,7,592.51
GHOEWVJV6X,CUST47655,PROD14306,2024-02-28 15:19:00,2,132.64
VZAPD5JT1M,CUST91291,PROD36883,2024-04-05 05:31:31,3,999.88
GW66DNZIPC,CUST14291,PROD79394,2024-09-21 21:41:44,1,99.3
IATRT49CJZ,CUST54995,PROD27747,2023-12-06 14:40:57,2,747.24
FZSY6PRPZ7,CUST84687,PROD55669,2024-10-04 07:39:49,10,426.39
WQHBRP7PSL,CUST29048,PROD87559,2024-05-06 00:10:36,5,192.78
UCNYFRF10Q,CUST74490,PROD20305,2024-03-19 10:58:17,4,774.56
UGCY9U7I95,CUST44875,PROD71184,2024-11-10 15:37:32,3,506.93
YE7V7QI8TF,CUST35052,PROD92454,2024-04-24 01:13:23,3,813.81
9N785ADAFI,CUST56396,PROD32071,2024-09-16 21:41:59,1,844.7
XEHF3XK5BX,CUST79926,PROD52904,2024-06-29 09:31:05,5,672.11
ENHL8YBBV8,CUST86098,PROD93570,2024-09-01 03:11:52,9,483.44
4QC5EPZHQ1,CUST55289,PROD42763,2024-01-12 06:45:46,4,959.68
FHHI00VZ2X,CUST99655,PROD35173,2024-08-30 23:18:16,3,677.26
W8K1CJELBS,CUST34223,PROD05755,2024-11-07 15:59:30,5,960.96
VSV8KXM436,CUST14069,PROD79384,2024-04-20 14:08:25,10,851.81
8JKZKBOTWN,CUST61096,PROD04648,2024-01-16 12:59:33,1,921.02
IOCOH9VWGP,CUST76702,PROD41099,2024-09-15 10:29:15,7,376.37
4AWK3O8JDT,CUST31890,PROD33604,2024-02-03 12:24:20,8,730.1
S0HJCRCBZL,CUST27223,PROD05544,2024-10-31 14:06:45,3,61.95
Z0A93JVVB2,CUST64943,PROD12154,2024-09-17 14:31:39,10,120.63
ITRL7HD105,CUST35247,PROD38714,2024-06-08 06:59:29,1,912.04
6W3O6G05DS,CUST49147,PROD72578,2024-07-22 20:26:59,8,952.83
737LA1JZRA,CUST18712,PROD79631,2024-07-17 18:12:19,7,417.37
YYP5PQK45Y,CUST21971,PROD64800,2023-11-18 15:11:33,8,49.31
JEQYQF78W8,CUST17142,PROD14766,2024-08-01 20:36:01,6,34.88
YWNJ3WQLD9,CUST23804,PROD40161,2024-07-25 01:12:44,6,546.5
N2KKAD43R0,CUST91442,PROD26858,2024-08-08 23:25:01,5,141.5
HWCXEQK0EZ,CUST84185,PROD07540,2023-12-17 19:09:19,3,283.6
B5IKU9EXRT,CUST98249,PROD28040,2024-02-27 16:25:06,5,77.15
PFXZEPSL92,CUST25513,PROD96427,2023-12-13 12:51:34,10,509.62
RXM461J47B,CUST91828,PROD46718,2023-11-26 18:21:22,10,273.91
UUT2Z9ZEUA,CUST04183,PROD47898,2024-03-22 20:13:12,2,691.57
VQ0NCYCFIO,CUST99375,PROD74010,2024-06-24 01:40:28,3,603.84
7YOSQKO23Y,CUST06120,PROD99916,2024-01-20 19:05:28,9,15.44
B152HGEKTU,CUST21123,PROD85038,2024-01-21 06:02:50,4,172.92
PIC1RG3YOD,CUST99045,PROD15956,2024-01-04 07:36:03,5,988.99
6NWXU6IFIE,CUST53888,PROD61965,2023-12-06 10:01:13,4,538.79
O85V29L0XN,CUST15066,PROD63203,2024-11-09 09:58:56,4,551.67
6RUMPMZIOM,CUST98877,PROD08808,2024-09-06 03:20:45,9,130.1
4PFDJEWXNF,CUST51188,PROD27269,2024-08-02 12:34:32,6,154.47
FFYH7F6B1V,CUST15464,PROD46122,2023-12-12 06:31:20,9,662.44
LSQ6P3ILZJ,CUST97901,PROD80779,2024-07-23 16:20:18,4,422.83
E9E3QH0Q32,CUST94917,PROD06985,2024-05-16 14:18:19,3,599.26
V8LLVVVSLP,CUST30004,PROD14997,2024-08-02 18:38:08,5,328.43
BX28BCSS8R,CUST64929,PROD85405,2024-02-21 00:50:04,6,867.51
JUK66CFFKT,CUST57619,PROD01592,2024-10-25 17:53:23,3,795.15
VZVJQ79M7O,CUST52777,PROD28929,2024-08-30 13:53:25,1,52.28
SY1D8MJQIT,CUST27561,PROD60701,2024-10-26 20:59:50,4,988.43
FBX3N4ZGXH,CUST26071,PROD22457,2023-12-10 03:38:05,3,845.24
WAGYVE32O2,CUST34972,PROD46223,2024-02-29 09:08:00,6,822.3
7BY8D1DU22,CUST92828,PROD66504,2024-09-08 22:22:54,3,84.52
ZQSLOVYGMA,CUST42942,PROD27252,2024-07-08 13:38:37,5,584.04
TON0WO64NH,CUST70917,PROD06439,2024-02-08 15:28:29,1,265.04
6IEK65O9JK,CUST16966,PROD60750,2024-01-23 02:27:58,7,250.65
3EUKV7PUEZ,CUST15110,PROD16342,2023-12-23 08:16:04,1,740.21
X3UFRNXBM1,CUST37337,PROD86593,2024-03-19 20:29:44,5,658.09
5CL33DG02A,CUST60008,PROD74219,2024-05-05 10:39:03,4,863.44
04212K3K1T,CUST81827,PROD75924,2024-07-31 01:12:24,5,619.52
JP1V6N7RM3,CUST15209,PROD00123,2024-01-08 18:15:27,7,482.92
TFPU8IBPZ7,CUST35748,PROD62491,2024-02-18 17:20:40,9,822.87
YNYX4MW5T5,CUST78286,PROD03339,2024-06-02 01:59:42,9,37.48
WKVIZ2X02E,CUST51707,PROD92729,2024-07-08 09:42:38,3,368.36
ISSOD4JTRH,CUST21694,PROD71422,2024-01-04 22:16:51,3,595.57
9KMLZUCBW5,CUST01688,PROD33305,2024-05-19 09:13:40,8,842.24
VNMNUXEM1F,CUST21063,PROD23761,2024-09-25 23:21:42,7,292.39
JWVCOO9IR8,CUST13102,PROD86093,2024-09-16 23:59:19,8,217.68
RM16FBHUCU,CUST07305,PROD44514,2024-01-04 21:25:03,4,151.97
A78PNWAES4,CUST84060,PROD26194,2024-10-19 01:59:45,9,642.26
ZMHLOZ9NFN,CUST89891,PROD15028,2024-01-11 14:16:25,7,87.73
6H4GV8UWS1,CUST30836,PROD85764,2024-08-03 10:02:11,7,303.9
QQF6WL42ME,CUST68260,PROD66337,2024-02-21 19:21:17,10,47.02
RDPH1R4T02,CUST94258,PROD54294,2024-01-15 19:41:09,8,949.27
EHAS9R9TIS,CUST33760,PROD07184,2024-08-31 16:38:21,3,856.49
UUEBCL1GAH,CUST84723,PROD63605,2024-05-30 13:46:45,10,731.66
22D3RTKHVG,CUST28455,PROD47388,2024-01-04 01:47:35,1,797.3
T6UQ1MMJQG,CUST05450,PROD76928,2024-08-05 17:11:10,5,773.58
IN7IXJ8IAL,CUST65292,PROD09077,2024-04-18 16:22:49,9,790.5
0JT0NFGA89,CUST32990,PROD92127,2024-09-19 16:41:09,10,877.62
1SYF9RU5DB,CUST88220,PROD49136,2024-07-21 16:41:59,1,709.02
2UJ65AKPPB,CUST13301,PROD65898,2024-11-06 01:36:49,10,968.4
1TYJ49QFXX,CUST28195,PROD29051,2023-11-30 11:03:31,9,908.88
R0SZQAYU6W,CUST99079,PROD43784,2024-02-15 06:33:56,3,798.65
DAVWXFQMKS,CUST42324,PROD82821,2024-01-27 03:47:55,2,661.19
QSG46WAWUJ,CUST85908,PROD77721,2024-01-18 04:18:51,8,144.32
U7T2SZCOIZ,CUST11117,PROD69565,2024-08-03 12:36:41,10,877.44
1I0STAVB4B,CUST51873,PROD64293,2024-10-25 13:42:23,7,218.46
BT1JQFAF5O,CUST00138,PROD73347,2023-12-04 20:52:14,5,945.68
6QALG51TL6,CUST40168,PROD84324,2024-02-12 20:23:11,5,318.81
3HKPG7FC33,CUST78710,PROD01749,2024-05-17 18:23:20,2,936.57
1N5NWAHPSI,CUST46799,PROD54247,2023-12-02 15:57:49,9,869.96
A8VYXRTKW1,CUST92650,PROD39190,2024-08-05 22:06:13,9,107.58
07P45KW5UB,CUST14611,PROD58511,2024-08-22 12:01:04,7,322.17
NTHC5IJIPN,CUST12653,PROD47724,2024-02-13 18:16:56,4,38.36
QZT0B1L5NC,CUST77085,PROD18518,2024-09-25 12:46:05,3,420.35
46150XJL0Z,CUST03900,PROD45908,2024-01-06 12:29:50,7,53.86
QU4GFX8FLD,CUST57886,PROD48207,2024-08-30 04:18:23,2,36.16
8RI7PUSDPC,CUST19127,PROD33096,2024-06-19 10:55:56,5,914.2
A6C55O5QM0,CUST44510,PROD85129,2024-01-19 22:27:13,2,547.88
2RXCYSJIQA,CUST08638,PROD14853,2024-05-19 20:36:56,7,977.03
QZSHTTQAEB,CUST55589,PROD38188,2024-08-10 13:29:55,7,150.56
D3RR23C5QE,CUST90499,PROD31738,2024-04-01 03:10:29,5,49.9
FIX9U02FI9,CUST95745,PROD74610,2024-03-05 17:48:21,7,888.59
E7POBHLSNH,CUST93373,PROD93641,2024-02-20 14:38:15,6,564.68
V9P66LZH0O,CUST35506,PROD34801,2024-03-26 17:54:36,7,350.6
HTHAGNR7GF,CUST94355,PROD30864,2024-08-12 09:41:44,3,264.92
IYY5WXFAX2,CUST75687,PROD55160,2024-11-04 07:25:03,3,876.38
U2XJHB5AZI,CUST86861,PROD93780,2023-12-10 12:19:44,8,606.45
5NSKAM2NXE,CUST73848,PROD41053,2024-03-02 20:59:38,1,936.74
YE82NEK5CA,CUST02471,PROD17120,2024-08-12 11:36:53,8,779.15
RTDK41X8MB,CUST28838,PROD14056,2024-04-12 22:49:00,7,836.73
FK4XOEA6XG,CUST89357,PROD75467,2024-06-05 20:51:02,4,791.29
7KZ5GOJ491,CUST47703,PROD22873,2023-12-06 13:49:46,1,811.91
27K0RLZB74,CUST85184,PROD71212,2024-05-01 21:51:13,6,496.45
NYY6OG6FJT,CUST14541,PROD83317,2024-06-13 02:20:11,1,173.65
DIOQM7TI73,CUST31224,PROD36895,2024-06-25 11:54:02,1,980.07
Q3M2HX1SNR,CUST78284,PROD78511,2024-05-21 13:47:11,4,313.06
TTPEVJHNS3,CUST58234,PROD66339,2024-07-24 05:10:51,2,322.02
8SALN1NELE,CUST98137,PROD80277,2024-05-02 11:20:36,1,231.83
J3OW8KJW0V,CUST47155,PROD88058,2024-09-06 01:27:31,1,160.3
I91X2PMKSU,CUST31932,PROD96999,2024-09-26 08:43:06,6,666.51
7B25EN98J0,CUST30782,PROD87084,2023-12-24 11:54:29,1,881.76
EDHYPKXDYU,CUST69678,PROD12150,2024-05-17 09:29:06,9,959.83
CB76986L5Z,CUST94805,PROD41994,2024-03-01 17:30:38,9,946.08
DLDBBE7LUX,CUST71892,PROD28668,2024-09-23 09:54:09,5,787.31
3KPRGZO994,CUST38847,PROD70276,2024-08-29 18:16:17,2,591.6
593HW3X0GW,CUST92473,PROD96485,2024-03-20 04:37:52,3,571.7
3XQX8XGDJL,CUST84954,PROD22537,2024-02-01 18:32:32,5,245.2
VEMSBCIEFC,CUST44618,PROD99309,2024-02-08 03:29:32,5,682.1
RNT6MTEAAY,CUST98044,PROD81225,2024-03-11 00:58:31,1,642.12
366F7KLQNL,CUST49794,PROD51627,2024-09-06 07:34:11,9,232.14
7T67MGF1YF,CUST18172,PROD80070,2024-10-18 03:15:05,10,88.44
E0O39A1QXS,CUST15591,PROD37741,2024-02-14 00:08:19,9,845.82
USNXHSCNEB,CUST87727,PROD90811,2024-08-29 18:05:28,10,750.5
K1EFJ3AHQU,CUST82361,PROD24819,2024-09-11 07:56:57,9,531.74
60U2H77AI6,CUST49974,PROD23886,2024-03-15 14:33:21,7,322.8
BR645OEXYM,CUST33075,PROD08093,2024-09-21 22:21:30,8,626.62
NH8C96XOZR,CUST08175,PROD56408,2024-03-02 03:22:39,8,587.13
0BV9CT0YGE,CUST81038,PROD49745,2024-03-09 02:35:33,7,458.82
IJ91P49UXB,CUST18040,PROD76366,2024-08-20 01:07:15,3,896.38
OJ4HO9TDHE,CUST79743,PROD86179,2024-04-02 04:33:23,6,796.42
FKTJXP2RI1,CUST24640,PROD64773,2024-06-09 22:44:00,10,724.54
KUESH4A0CW,CUST35932,PROD78808,2024-09-06 12:33:33,1,587.88
89EFN1HOAO,CUST81206,PROD41405,2024-03-22 18:49:42,9,381.94
BQOKF5LHC1,CUST36124,PROD76817,2024-02-20 23:00:48,6,417.27
ZJW6ND1USM,CUST65977,PROD75409,2024-07-24 14:55:08,1,699.33
G5VJ9ZBYOY,CUST07738,PROD78301,2024-04-04 05:29:54,3,199.06
8KCZKGEBOV,CUST26504,PROD72307,2024-11-01 03:36:44,3,801.08
2ID00IE7MU,CUST49716,PROD84279,2024-06-29 08:57:08,7,566.55
A68N9P3G2R,CUST88599,PROD00087,2024-10-17 20:17:28,3,202.4
4998OR80Z0,CUST47569,PROD33772,2023-12-29 12:20:02,6,206.58
MYSN4LJHKT,CUST85465,PROD45084,2024-05-07 07:36:44,5,94.27
AKRT6YQIZJ,CUST12735,PROD96218,2024-02-07 09:41:03,5,929.27
YA8WCESBGZ,CUST70417,PROD34078,2024-01-26 09:39:27,9,28.45
E8FHXI0N57,CUST39711,PROD01567,2023-12-15 00:16:20,3,312.11
A3YNCHI6QX,CUST62041,PROD64450,2024-03-12 21:07:04,2,242.03
0QY1RFVOVE,CUST67190,PROD14474,2024-10-17 01:18:02,5,723.03
UYR9C4CMSY,CUST54310,PROD81386,2024-03-23 02:37:21,10,752.41
XYGFQ7SVXW,CUST36807,PROD34297,2024-03-06 00:39:16,3,648.15
Z3MFWXHBRK,CUST59146,PROD38794,2024-10-01 13:13:39,10,706.93
4CXQWUTOIQ,CUST94683,PROD23253,2023-11-30 03:21:54,3,662.32
C1RYW263JX,CUST97886,PROD15451,2024-01-09 14:39:19,2,701.27
O9D4KICHYL,CUST79617,PROD05672,2024-09-16 08:25:34,3,955.94
YRQP6Z60RY,CUST32953,PROD85793,2023-12-31 05:55:03,3,726.17
DN93JVY9OP,CUST48288,PROD45351,2024-01-14 12:23:52,7,916.71
5YRB9DJGM2,CUST20659,PROD40117,2024-05-31 11:00:46,8,258.19
T5CQ6ZVZFX,CUST38530,PROD81629,2024-09-30 22:08:16,7,967.23
ZIEPRRHV6N,CUST20025,PROD33316,2024-05-18 10:45:45,8,447.03
R9GO4GZAUU,CUST95443,PROD10539,2024-07-30 04:21:00,8,118.48
RAR3I3TGO0,CUST70364,PROD23938,2024-08-29 02:14:25,2,364.92
XURJZM01FT,CUST04173,PROD81534,2023-12-07 07:12:59,10,644.86
041UEYMUMT,CUST11924,PROD75292,2024-04-28 00:27:55,7,180.58
5LMGOPQSXV,CUST43309,PROD75875,2023-11-20 15:54:31,9,176.06
ALWCK6HTHU,CUST25561,PROD63218,2024-10-04 13:04:52,8,650.49
WYNSYUNELS,CUST75199,PROD96058,2024-06-26 17:08:51,4,548.83
3JGWB86VEK,CUST80278,PROD00233,2024-03-04 20:09:58,9,487.86
UFJT504JG5,CUST73083,PROD92477,2024-10-14 19:25:13,8,998.04
3N1VRZI8A7,CUST19128,PROD48604,2024-09-28 18:25:54,6,37.92
AFPDB9GHJF,CUST85953,PROD91772,2024-09-30 14:39:18,7,983.92
ECMRR1LOY7,CUST41912,PROD54960,2024-06-23 01:01:19,8,564.69
N5TQDKK6S7,CUST45614,PROD79844,2024-07-11 20:55:05,5,956.4
OZGHIDRMMM,CUST54555,PROD03680,2024-06-25 10:09:21,2,832.01
UCVLAIVO3T,CUST61051,PROD26815,2024-07-25 17:59:42,3,97.07
8QE6QATFHI,CUST57647,PROD20085,2024-04-26 15:15:48,8,991.84
RKP4FYWCOF,CUST56198,PROD40065,2024-05-03 08:00:38,6,234.77
A07XIPLGQ2,CUST35219,PROD00031,2024-04-25 10:47:01,1,171.29
W0Y5TADKXA,CUST89942,PROD07481,2023-12-27 23:31:18,2,426.24
U1B93S98R1,CUST80707,PROD91902,2024-07-31 05:08:26,6,692.19
IG82DN6J8C,CUST64385,PROD42297,2024-04-01 03:04:42,3,704.06
FBMXXY5R47,CUST19319,PROD23268,2024-08-19 18:25:54,1,902.12
HCBV9INIVG,CUST48992,PROD10110,2024-08-15 23:21:47,9,349.58
TOE9N2WJ6Q,CUST33365,PROD25438,2024-09-27 11:55:42,8,381.59
RW79238JJI,CUST27338,PROD54069,2024-05-21 19:20:01,3,39.04
2OU3K6JH15,CUST41877,PROD25696,2024-01-05 20:42:29,1,225.28
TQ77I1XSNL,CUST90676,PROD25548,2024-09-10 16:08:23,7,903.85
71ON7TAI6R,CUST31391,PROD41838,2024-09-13 14:15:06,4,567.38
93M9507EJ7,CUST15528,PROD82267,2023-12-31 08:34:54,1,458.6
3PUD7LXZ3K,CUST50297,PROD61269,2024-04-29 03:44:04,7,440.58
LIMDCC2NBV,CUST01561,PROD21943,2024-03-21 03:29:37,5,502.77
X1AB6XSK4R,CUST70170,PROD14817,2024-07-05 04:33:00,9,840.14
6GFCNEYQSA,CUST81017,PROD82536,2024-10-31 00:11:12,5,12.87
8HBS75NE8G,CUST24742,PROD24650,2024-05-18 19:06:46,9,249.54
UOAI3PMJM9,CUST24911,PROD29835,2024-04-26 00:06:05,3,138.85
E1E30B5V0G,CUST20277,PROD65323,2024-05-02 19:49:58,6,703.64
0S24P2CC9Z,CUST98297,PROD44245,2024-04-11 23:48:11,4,79.48
WT7O19UFUQ,CUST32306,PROD09767,2024-02-26 05:55:12,4,929.0
22DVJGYAXQ,CUST26940,PROD78117,2024-01-19 13:27:44,2,445.11
